"Item";"CCODCON";"CDESCON";"LGRPCON";"LTERCON";"LOTRMON";"CNATCON";"LLIGCRE";"LLIGTES";"LCENCUS";"LIVA";"LCTRIMP";"CSTRCON";"CCODIVA";"NTIPCRE";"CNATSAL";"COPER";"CTIME";"DDATE"
155;"251";"ACCIONISTAS C/ SUBSCRICAO";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
156;"252";"QUOTAS NÃO LIBERADAS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
157;"253";"ADIANTAMENTOS POR CONTA DE LUCROS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
158;"254";"RESULTADOS ATRIBUIDOS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
159;"255";"LUCROS DISPONIVEIS";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
160;"256";"FINANCIAMENTOS CONCEDIDOS - EMPRESA-MAE";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
161;"258";"OUTRAS OPERACOES";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
162;"259";"PERDAS POR IMPARIDADE ACUMULADAS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
163;"26";"OUTRAS CONTAS A RECEBER E A PAGAR";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.";"";0;"";"";"";""
164;"261";"FORNECEDORES DE INVESTIMENTOS";"True";"False";"False";"3";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
165;"2611";"FORNECEDORES DE INVESTIMENTOS - CONTAS GERAIS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
166;"2612";"FORNECEDORES DE INVESTIMENTOS - FACTURAS EM RECEPC";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
167;"2613";"ADIANTAMENTOS A FORNECEDORES DE INVESTIMENTOS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
168;"262";"DEVEDORES E CREDORES POR ACRESCIMO";"True";"False";"False";"3";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
169;"2621";"DEVEDORES POR ACRESCIMO DE RENDIMENTO";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
170;"2622";"CREDORES POR ACRESCIMO DE GASTOS";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
171;"263";"BENEFICIOS POS EMPREGO";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
172;"264";"IMPOSTOS DEFERIDOS";"True";"False";"False";"3";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
173;"2641";"ACTIVOS POR IMPOSTOS DEFERIDOS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
174;"2642";"PASSIVOS POR IMPOSTOS DEFERIDOS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
175;"265";"CREDORES POR SUBSCRICOES NÃO LIBERAIS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
176;"266";"ADIANTAMENTOS POR CONTA DE VENDAS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
177;"268";"OUTROS DEVEDORES E CREDORES";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.";"";0;"";"";"";""
178;"269";"PERDAS POR IMPARIDADE ACUMULADAS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
179;"27";"PESSOAL";"True";"False";"False";"3";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
180;"271";"REMUNERACOES A PAGAR";"True";"False";"False";"3";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
181;"2711";"AOS ORGAOS SOCIAIS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
182;"2712";"AO PESSOAL";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
183;"272";"ADIANTAMENTOS";"True";"False";"False";"3";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
184;"2721";"AOS ORGAOS SOCIAIS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
185;"2722";"AO PESSOAL";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
186;"273";"ADIANTAMENTOS PARA GASTOS POR CONTA DA EMPRESA";"True";"False";"False";"3";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
187;"2731";"AOS ORGAOS SOCIAIS";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
188;"2732";"AO PESSOAL";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
189;"276";"ACRESCIMOS COM GASTOS COMPESSOAL";"True";"False";"False";"3";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
190;"2761";"ACRESCIMOS POR FERIAS E SUBSIDIOS FERIAS E ENCARGO";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
191;"2762";"SITTHUR - SINDICATOS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
192;"277";"CAUCOES";"True";"False";"False";"3";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
193;"2771";"AOS ORGAOS SOCIAIS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
194;"2772";"AO PESSOAL";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
195;"278";"OUTRAS OPERACOES";"True";"False";"False";"3";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
196;"2781";"AOS ORGAOS SOCIAIS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
197;"2782";"AO PESSOAL";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
198;"279";"PERDAS POR IMPARIDADE ACUMULADAS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
199;"28";"DIFERIMENTOS";"True";"False";"False";"3";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
200;"281";"GASTOS A RECONHECER";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
201;"282";"RENDIMENTOS A RECONHECER";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
202;"283";"SUBSIDIOS PARA INVESTIMENTOS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
203;"29";"PROVISOES";"True";"False";"False";"3";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
204;"291";"IMPOSTOS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
205;"292";"GARANTIAS A CLIENTES";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
206;"293";"PROCESSOS JUDICIAIS EM CURSO";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
207;"294";"ACIDENTES DE TRABALHO E DOENCAS PROFISSIONAIS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
208;"295";"MATERIAS AMBIENTAIS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
209;"296";"CONTRACTOS ONEROSOS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
210;"297";"REESTRUTURACAO";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
211;"298";"OUTRAS PROVISOES";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
212;"3";"INVENTARIOS E ACTIVOS BIOLOGICOS";"True";"False";"False";"3";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
213;"31";"ACTIVOS BIOLOGICOS";"True";"False";"False";"3";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
214;"311";"CONSUMIVEIS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
215;"3111";"ANIMAIS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
216;"3112";"PLANTAS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
217;"312";"DE PRODUCAO";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
218;"3121";"ANIMAIS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
219;"3122";"PLANTAS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
220;"32";"MERCADORIAS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
221;"321";"COMPRA";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
222;"3211";"MERCADO INTERNO";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
223;"3212";"MERCADO EXTERNO";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
224;"322";"INVENTARIO";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
225;"3221";"EM ARMAZEM";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
226;"32211";"ARMAZEM (A)";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
227;"32212";"ARMAZEM (B)";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
228;"3222";"EM PODER DE TERCEIROS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
229;"3223";"EM TRANSITO";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
230;"3224";"ADIANTAMENTO POR CONTA DE COMPRAS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
231;"33";"PRODUTOS ACABADOS E INTERMEDIARIOS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
232;"331";"PRODUTOS ACABADOS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
233;"3311";"EM ARMAZEM";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
234;"33111";"ARMAZEM (A)";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
235;"33112";"ARMAZEM (B)";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
236;"3312";"EM PODER DE TERCEIROS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
237;"332";"PRODUTOS INTERMEDIOS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
238;"3321";"EM ARMAZEM";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
239;"33211";"ARMAZEM (A)";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
240;"33212";"ARMAZEM (B)";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
241;"3322";"EM PODER DE TERCEIROS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
242;"34";"SUBPRODUTOS, DESPERDICIOS, RESIDUOS E REFUGOS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
243;"341";"SUBPRODUTOS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
244;"342";"DESPERDICIOS, RESIDUOS E REFUGOS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
245;"35";"PRODUTOS E TRABALHO EM CURSO";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
246;"36";"MATERIAS-PRIMAS, SUBSIDIARIAS E DE CONSUMO";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
247;"361";"COMPRA";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
248;"3611";"MERCADO INTERNO";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
249;"3612";"MERCADO EXTERNO";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
250;"362";"INVENTARIO";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
251;"3621";"EM ARMAZEM";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
252;"36211";"ARMAZEM (A)";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
253;"36212";"ARMAZEM (B)";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
254;"3622";"EM PODER DE TERCEIROS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
255;"3623";"EM TRANSITO";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
256;"3624";"ADIANTAMENTO POR CONTA DE COMPRAS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
257;"37";"OUTROS PRODUTOS DE CONSUMO";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
258;"4";"INVESTIMENTOS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
259;"41";"INVESTIMENTOS FINANCEIROS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
260;"411";"INVESTIMENTOS EM SUBSIDIARIAS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
261;"4111";"PARTICIPACOES DE CAPITAIS - METODO DA EQUIVALENCIA";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
262;"4112";"PARTICIPACOES DE CAPITAIS - OUTROS METODOS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
263;"4113";"EMPRESTIMOS CONCEDIDOS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
264;"412";"INVESTIMENTOS EM ASSOCIADAS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
265;"4121";"PARTICIPACOES DE CAPITAIS - METODO DA EQUIVALENCIA";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
266;"4122";"PARTICIPACOES DE CAPITAIS - OUTROS METODOS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
267;"4123";"EMPRESTIMOS CONCEDIDOS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
268;"413";"INVESTIMENTOS EM ENTIDADES CONJUNTAS CONTROLADAS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
269;"4131";"PARTICIPACOES DE CAPITAIS - METODO DA EQUIVALENCIA";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
270;"4132";"PARTICIPACOES DE CAPITAIS - OUTROS METODOS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
271;"4133";"EMPRESTIMOS CONCEDIDOS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
272;"414";"INVESTIMENTOS NOUTRAS EMPRESAS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
273;"4141";"PARTICIPACOES DE CAPITAIS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
274;"4142";"EMPRESTIMOS CONCEDIDOS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
275;"415";"OUTROS INVESTIMENTOS FINANCEIROS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
276;"4151";"DETIDOS ATE A MATURIDADE";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
277;"4158";"OUTROS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
278;"419";"PERDAS POR IMPARIDADE ACUMULADAS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
279;"42";"PROPRIEDADE DE INVESTIMENTOS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
280;"421";"TERRENOS E RECURSOS NATURAIS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
281;"422";"EDIFICIOS E OUTRAS CONSTRUCOES";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
282;"426";"OUTRAS PROPRIEDADES DE INVESTIMENTOS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
283;"428";"DEPRECIACOES ACUMULADAS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
284;"429";"PERDAS POR IMPARIDADE ACUMULADAS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
285;"43";"ACTIVOS FIXOS TANGIVEIS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
286;"431";"TERRENOS E RECURSOS NATURAIS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
287;"432";"EDIFICIOS E OUTRAS CONSTRUCOES";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
288;"433";"EQUIPAMENTOS BASICOS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
289;"434";"EQUIPAMENTOS DE TRANSPORTE";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
290;"435";"EQUIPAMENTOS ADMINISTRATIVOS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
291;"436";"EQUIPAMENTOS BIOLOGICOS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
292;"437";"OUTROS AVTIVOS FIXOS TANGIVEIS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
293;"438";"DEPRECIACOES ACUMULADAS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
294;"439";"PERDAS POR IMPARIDADE ACUMULADAS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
295;"44";"ACTIVOS INTANGIVEIS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
296;"441";"TRESPASSE (GOODWILL)";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
297;"442";"PROPRIEDADE DE INDUSTRIA";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
298;"443";"PROGRAMAS DE COMPUTADOR";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
299;"446";"OUTROS ACTIVOS INTANGIVEIS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
300;"448";"AMORTIZACOES ACUMULADAS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
301;"449";"PERDAS POR IMPARIDADE ACUMULADAS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
302;"45";"INVESTIMENTOS EM CURSO";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
303;"451";"INVESTIMENTOS FINANCEIROS EM CURSO";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
304;"452";"ACTIVOS FIXOS TANGIVEIS EM CURSO";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
305;"453";"ACTIVOS INTANGIVEIS EM CURSO";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
306;"4531";"PROJECTOS DE DESENVOLVIMENTO";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
307;"454";"ADIANTAMENTOS POR CONTA DE INVESTIMENTOS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
308;"459";"PERDAS POR IMPARIDADE ACUMULADAS";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
309;"46";"ACTIVOS NÃO CORRENTES DETIDOS PARA VENDA";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
310;"469";"PERDAS POR IMPARIDADE ACUMULADAS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
311;"5";"CAPITAL PROPRIO";"True";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
